second,speaker,compound,pos,neu,neg,text
307,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
308,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
309,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
310,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
311,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
312,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
313,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
314,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
315,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
316,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
317,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
318,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
319,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
320,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
321,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
322,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
323,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
324,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
325,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
326,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
327,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
328,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
329,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
330,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
331,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
332,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
333,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
334,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
335,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
336,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
337,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
338,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
339,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
340,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
341,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
342,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
343,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
344,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
345,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
346,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
347,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
348,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
349,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
350,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
351,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
352,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
353,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
354,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
355,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
356,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
357,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
358,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
359,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
360,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
361,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
362,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
363,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
364,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
365,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
366,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
367,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
368,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
369,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
370,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
371,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
372,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
373,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
374,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
375,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
376,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
377,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
378,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
379,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
380,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
381,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
382,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
383,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
384,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
385,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
386,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
387,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
388,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
389,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
390,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
391,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
392,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
393,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
394,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
395,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
396,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
397,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
398,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
399,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
400,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
401,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
402,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
403,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
404,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
405,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
406,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
407,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
408,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
409,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
410,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
411,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
412,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
413,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
414,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
415,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
416,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
417,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
418,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
419,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
420,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
421,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
422,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
423,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
424,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
425,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
426,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
427,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
428,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
429,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
430,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
431,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
432,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
433,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
434,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
435,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
436,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
437,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
438,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
439,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
440,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
441,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
442,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
443,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
444,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
445,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
446,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
447,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
448,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
449,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
450,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
451,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
452,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
453,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
454,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
455,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
456,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
457,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
458,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
459,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
460,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
461,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
462,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
463,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
464,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
465,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
466,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
467,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
468,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
469,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
470,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
471,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
472,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
473,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
474,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
475,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
476,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
477,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
478,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
479,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
480,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
481,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
482,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
483,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
484,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
485,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
486,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
487,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
488,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
489,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
490,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
491,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
492,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
493,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
494,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
495,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
496,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
497,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
498,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
499,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
500,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
501,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
502,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
503,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
504,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
505,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
506,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
507,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
508,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
509,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
510,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
511,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
512,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
513,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
514,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
515,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
516,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
517,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
518,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
519,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
520,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
521,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
522,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
523,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
524,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
525,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
526,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
527,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
528,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
529,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
530,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
531,Speaker B,0.6997,0.537,0.463,0.0,"Yeah. When it's Christmas, it's really fun."
